"","ID","Passenger Class","Age","Sex","Survived"
"742",742,"3rd",44,"male","NO"
"743",743,"3rd",17,"female","YES"
"744",744,"3rd",NA,"male","NO"
"745",745,"3rd",45,"male","YES"
"746",746,"3rd",22,"female","NO"
"747",747,"3rd",19,"male","NO"
"748",748,"3rd",29,"male","YES"
"749",749,"3rd",30,"female","YES"
"750",750,"3rd",34,"male","NO"
"751",751,"3rd",28,"female","NO"
"752",752,"3rd",0.33,"male","NO"
"753",753,"3rd",27,"male","NO"
"754",754,"3rd",25,"male","NO"
"755",755,"3rd",24,"male","NO"
"756",756,"3rd",22,"male","NO"
"757",757,"3rd",21,"male","NO"
"758",758,"3rd",17,"male","NO"
"759",759,"3rd",NA,"male","NO"
"760",760,"3rd",NA,"female","YES"
"761",761,"3rd",26,"male","NO"
"762",762,"3rd",33,"female","YES"
"763",763,"3rd",1,"male","YES"
"764",764,"3rd",0.17,"female","YES"
"765",765,"3rd",25,"male","NO"
"766",766,"3rd",36,"male","YES"
"767",767,"3rd",36,"female","YES"
"768",768,"3rd",30,"male","YES"
"769",769,"3rd",NA,"male","NO"
"770",770,"3rd",23,"male","NO"
"771",771,"3rd",26,"male","NO"
"772",772,"3rd",19,"female","YES"
"773",773,"3rd",65,"male","NO"
"774",774,"3rd",NA,"male","NO"
"775",775,"3rd",42,"male","NO"
"776",776,"3rd",43,"male","NO"
"777",777,"3rd",32,"male","NO"
"778",778,"3rd",19,"male","YES"
"779",779,"3rd",30,"female","YES"
"780",780,"3rd",24,"female","NO"
"781",781,"3rd",23,"female","YES"
"782",782,"3rd",NA,"male","NO"
"783",783,"3rd",24,"female","YES"
"784",784,"3rd",24,"male","YES"
"785",785,"3rd",23,"male","NO"
"786",786,"3rd",22,"female","YES"
"787",787,"3rd",NA,"male","NO"
"788",788,"3rd",18,"male","NO"
"789",789,"3rd",16,"male","NO"
"790",790,"3rd",45,"male","NO"
"791",791,"3rd",NA,"male","NO"
"792",792,"3rd",NA,"male","NO"
"793",793,"3rd",NA,"male","NO"
"794",794,"3rd",47,"male","NO"
"795",795,"3rd",5,"female","YES"
"796",796,"3rd",NA,"male","NO"
"797",797,"3rd",NA,"male","NO"
"798",798,"3rd",NA,"male","NO"
"799",799,"3rd",NA,"male","YES"
"800",800,"3rd",NA,"male","NO"
"801",801,"3rd",NA,"male","NO"
"802",802,"3rd",NA,"male","NO"
"803",803,"3rd",NA,"male","NO"
"804",804,"3rd",NA,"male","NO"
"805",805,"3rd",NA,"male","YES"
"806",806,"3rd",NA,"male","NO"
"807",807,"3rd",21,"female","NO"
"808",808,"3rd",18,"male","NO"
"809",809,"3rd",9,"female","NO"
"810",810,"3rd",48,"female","NO"
"811",811,"3rd",16,"male","NO"
"812",812,"3rd",NA,"male","NO"
"813",813,"3rd",NA,"male","NO"
"814",814,"3rd",25,"male","NO"
"815",815,"3rd",NA,"male","NO"
"816",816,"3rd",38,"female","YES"
"817",817,"3rd",22,"male","NO"
"818",818,"3rd",16,"female","YES"
"819",819,"3rd",NA,"female","YES"
"820",820,"3rd",33,"male","NO"
"821",821,"3rd",NA,"female","YES"
"822",822,"3rd",9,"male","YES"
"823",823,"3rd",41,"male","NO"
"824",824,"3rd",38,"male","NO"
"825",825,"3rd",40,"male","NO"
"826",826,"3rd",43,"female","NO"
"827",827,"3rd",14,"male","NO"
"828",828,"3rd",16,"female","NO"
"829",829,"3rd",9,"male","NO"
"830",830,"3rd",10,"female","NO"
"831",831,"3rd",6,"male","NO"
"832",832,"3rd",11,"male","NO"
"833",833,"3rd",40,"male","NO"
"834",834,"3rd",32,"male","NO"
"835",835,"3rd",NA,"male","NO"
"836",836,"3rd",20,"male","NO"
"837",837,"3rd",37,"male","NO"
"838",838,"3rd",28,"male","NO"
"839",839,"3rd",19,"male","NO"
"840",840,"3rd",24,"female","NO"
"841",841,"3rd",17,"female","NO"
"842",842,"3rd",NA,"male","NO"
"843",843,"3rd",NA,"male","NO"
"844",844,"3rd",28,"male","NO"
"845",845,"3rd",24,"female","YES"
"846",846,"3rd",20,"male","NO"
"847",847,"3rd",41,"male","NO"
"848",848,"3rd",45,"female","YES"
"849",849,"3rd",26,"male","NO"
"850",850,"3rd",21,"male","NO"
"851",851,"3rd",NA,"female","NO"
"852",852,"3rd",NA,"male","NO"
"853",853,"3rd",NA,"male","NO"
"854",854,"3rd",NA,"male","NO"
"855",855,"3rd",NA,"female","NO"
"856",856,"3rd",27,"male","YES"
"857",857,"3rd",NA,"male","NO"
"858",858,"3rd",18,"female","NO"
"859",859,"3rd",26,"female","YES"
"860",860,"3rd",23,"female","NO"
"861",861,"3rd",22,"female","YES"
"862",862,"3rd",NA,"female","NO"
"863",863,"3rd",NA,"male","NO"
"864",864,"3rd",NA,"female","NO"
"865",865,"3rd",28,"female","NO"
"866",866,"3rd",22,"female","YES"
"867",867,"3rd",2,"female","NO"
"868",868,"3rd",43,"male","NO"
"869",869,"3rd",NA,"male","NO"
"870",870,"3rd",27,"female","YES"
"871",871,"3rd",NA,"male","NO"
"872",872,"3rd",NA,"female","YES"
"873",873,"3rd",42,"male","NO"
"874",874,"3rd",NA,"male","YES"
"875",875,"3rd",NA,"male","NO"
"876",876,"3rd",27,"female","NO"
"877",877,"3rd",25,"female","NO"
"878",878,"3rd",NA,"male","NO"
"879",879,"3rd",27,"male","YES"
"880",880,"3rd",NA,"male","NO"
"881",881,"3rd",19,"female","YES"
"882",882,"3rd",20,"male","NO"
"883",883,"3rd",48,"male","NO"
"884",884,"3rd",17,"male","NO"
"885",885,"3rd",NA,"female","YES"
"886",886,"3rd",NA,"male","NO"
"887",887,"3rd",34,"male","NO"
"888",888,"3rd",22,"male","NO"
"889",889,"3rd",33,"male","NO"
"890",890,"3rd",32,"male","YES"
"891",891,"3rd",29,"male","NO"
"892",892,"3rd",26,"male","YES"
"893",893,"3rd",49,"male","NO"
"894",894,"3rd",1,"female","YES"
"895",895,"3rd",33,"male","NO"
"896",896,"3rd",4,"male","YES"
"897",897,"3rd",24,"female","NO"
"898",898,"3rd",19,"male","NO"
"899",899,"3rd",NA,"male","NO"
"900",900,"3rd",NA,"female","NO"
"901",901,"3rd",NA,"female","NO"
"902",902,"3rd",NA,"male","NO"
"903",903,"3rd",NA,"male","NO"
"904",904,"3rd",32,"male","YES"
"905",905,"3rd",27,"male","NO"
"906",906,"3rd",21,"female","NO"
"907",907,"3rd",32,"male","YES"
"908",908,"3rd",20,"female","NO"
"909",909,"3rd",17,"male","NO"
"910",910,"3rd",21,"male","NO"
"911",911,"3rd",30,"male","NO"
"912",912,"3rd",21,"male","YES"
"913",913,"3rd",23,"male","NO"
"914",914,"3rd",22,"male","NO"
"915",915,"3rd",4,"female","YES"
"916",916,"3rd",39,"male","NO"
"917",917,"3rd",NA,"male","NO"
"918",918,"3rd",20,"male","NO"
"919",919,"3rd",NA,"male","NO"
"920",920,"3rd",NA,"male","NO"
"921",921,"3rd",21,"female","YES"
"922",922,"3rd",44,"male","NO"
"923",923,"3rd",42,"male","NO"
"924",924,"3rd",21,"female","YES"
"925",925,"3rd",24,"male","NO"
"926",926,"3rd",NA,"male","NO"
"927",927,"3rd",NA,"female","NO"
"928",928,"3rd",NA,"male","NO"
"929",929,"3rd",25,"male","NO"
"930",930,"3rd",22,"male","NO"
"931",931,"3rd",22,"male","NO"
"932",932,"3rd",39,"male","YES"
"933",933,"3rd",26,"female","NO"
"934",934,"3rd",4,"female","YES"
"935",935,"3rd",22,"female","NO"
"936",936,"3rd",26,"male","NO"
"937",937,"3rd",1.5,"female","NO"
"938",938,"3rd",36,"female","NO"
"939",939,"3rd",18,"male","NO"
"940",940,"3rd",NA,"male","NO"
"941",941,"3rd",25,"male","YES"
"942",942,"3rd",NA,"male","NO"
"943",943,"3rd",37,"female","NO"
"944",944,"3rd",NA,"male","NO"
"945",945,"3rd",NA,"male","YES"
"946",946,"3rd",NA,"male","NO"
"947",947,"3rd",22,"female","YES"
"948",948,"3rd",20,"male","NO"
"949",949,"3rd",26,"male","YES"
"950",950,"3rd",29,"male","NO"
"951",951,"3rd",29,"male","NO"
"952",952,"3rd",22,"male","NO"
"953",953,"3rd",NA,"male","YES"
"954",954,"3rd",NA,"female","NO"
"955",955,"3rd",NA,"male","NO"
"956",956,"3rd",NA,"female","NO"
"957",957,"3rd",NA,"female","NO"
"958",958,"3rd",NA,"female","NO"
"959",959,"3rd",32,"male","NO"
"960",960,"3rd",NA,"male","NO"
"961",961,"3rd",21,"male","NO"
"962",962,"3rd",21,"female","NO"
"963",963,"3rd",36,"male","NO"
"964",964,"3rd",39,"male","NO"
"965",965,"3rd",25,"female","NO"
"966",966,"3rd",45,"female","NO"
"967",967,"3rd",36,"male","NO"
"968",968,"3rd",30,"female","NO"
"969",969,"3rd",20,"male","YES"
"970",970,"3rd",NA,"male","NO"
"971",971,"3rd",NA,"male","NO"
"972",972,"3rd",NA,"male","NO"
"973",973,"3rd",NA,"male","NO"
"974",974,"3rd",NA,"female","NO"
"975",975,"3rd",NA,"male","NO"
"976",976,"3rd",NA,"male","NO"
"977",977,"3rd",NA,"male","YES"
"978",978,"3rd",NA,"male","NO"
"979",979,"3rd",NA,"female","YES"
"980",980,"3rd",NA,"male","NO"
"981",981,"3rd",NA,"male","NO"
"982",982,"3rd",NA,"male","NO"
"983",983,"3rd",NA,"female","YES"
"984",984,"3rd",NA,"male","NO"
"985",985,"3rd",NA,"male","NO"
"986",986,"3rd",NA,"female","NO"
"987",987,"3rd",NA,"male","NO"
"988",988,"3rd",NA,"male","NO"
"989",989,"3rd",NA,"male","YES"
"990",990,"3rd",NA,"female","NO"
"991",991,"3rd",NA,"female","YES"
"992",992,"3rd",NA,"male","NO"
"993",993,"3rd",NA,"male","NO"
"994",994,"3rd",NA,"male","NO"
"995",995,"3rd",NA,"male","NO"
"996",996,"3rd",NA,"male","NO"
"997",997,"3rd",NA,"female","YES"
"998",998,"3rd",NA,"male","NO"
"999",999,"3rd",NA,"female","YES"
"1000",1000,"3rd",NA,"male","NO"
"1001",1001,"3rd",NA,"female","NO"
"1002",1002,"3rd",NA,"female","NO"
"1003",1003,"3rd",NA,"male","NO"
"1004",1004,"3rd",NA,"female","NO"
"1005",1005,"3rd",NA,"male","NO"
"1006",1006,"3rd",NA,"female","YES"
"1007",1007,"3rd",NA,"female","NO"
"1008",1008,"3rd",NA,"female","NO"
"1009",1009,"3rd",NA,"male","NO"
"1010",1010,"3rd",NA,"male","NO"
"1011",1011,"3rd",NA,"female","NO"
"1012",1012,"3rd",NA,"female","NO"
"1013",1013,"3rd",NA,"male","NO"
"1014",1014,"3rd",NA,"female","NO"
"1015",1015,"3rd",23,"female","NO"
"1016",1016,"3rd",NA,"male","NO"
"1017",1017,"3rd",NA,"male","YES"
"1018",1018,"3rd",NA,"male","NO"
"1019",1019,"3rd",NA,"male","NO"
"1020",1020,"3rd",NA,"male","NO"
"1021",1021,"3rd",NA,"male","NO"
"1022",1022,"3rd",NA,"male","NO"
"1023",1023,"3rd",NA,"male","NO"
"1024",1024,"3rd",NA,"female","YES"
"1025",1025,"3rd",NA,"male","NO"
"1026",1026,"3rd",NA,"female","YES"
"1027",1027,"3rd",NA,"male","NO"
"1028",1028,"3rd",NA,"male","NO"
"1029",1029,"3rd",NA,"female","YES"
"1030",1030,"3rd",NA,"male","NO"
"1031",1031,"3rd",NA,"male","NO"
"1032",1032,"3rd",NA,"male","NO"
"1033",1033,"3rd",NA,"male","NO"
"1034",1034,"3rd",NA,"male","YES"
"1035",1035,"3rd",NA,"female","NO"
"1036",1036,"3rd",NA,"male","NO"
"1037",1037,"3rd",NA,"male","NO"
"1038",1038,"3rd",NA,"male","NO"
"1039",1039,"3rd",NA,"female","NO"
"1040",1040,"3rd",NA,"male","NO"
"1041",1041,"3rd",NA,"female","YES"
"1042",1042,"3rd",NA,"female","NO"
"1043",1043,"3rd",NA,"male","NO"
"1044",1044,"3rd",NA,"female","NO"
"1045",1045,"3rd",NA,"female","NO"
"1046",1046,"3rd",NA,"female","NO"
"1047",1047,"3rd",NA,"male","NO"
"1048",1048,"3rd",NA,"female","YES"
"1049",1049,"3rd",NA,"male","NO"
"1050",1050,"3rd",NA,"female","NO"
"1051",1051,"3rd",NA,"male","NO"
"1052",1052,"3rd",NA,"male","NO"
"1053",1053,"3rd",NA,"male","NO"
"1054",1054,"3rd",NA,"male","NO"
"1055",1055,"3rd",NA,"male","NO"
"1056",1056,"3rd",NA,"female","YES"
"1057",1057,"3rd",NA,"male","NO"
"1058",1058,"3rd",NA,"male","NO"
"1059",1059,"3rd",NA,"male","NO"
"1060",1060,"3rd",NA,"male","NO"
"1061",1061,"3rd",NA,"female","NO"
"1062",1062,"3rd",NA,"male","NO"
"1063",1063,"3rd",NA,"male","NO"
"1064",1064,"3rd",NA,"female","YES"
"1065",1065,"3rd",NA,"male","NO"
"1066",1066,"3rd",NA,"female","NO"
"1067",1067,"3rd",NA,"male","NO"
"1068",1068,"3rd",NA,"male","NO"
"1069",1069,"3rd",NA,"female","YES"
"1070",1070,"3rd",NA,"female","NO"
"1071",1071,"3rd",NA,"male","NO"
"1072",1072,"3rd",NA,"male","NO"
"1073",1073,"3rd",NA,"male","YES"
"1074",1074,"3rd",NA,"female","NO"
"1075",1075,"3rd",NA,"male","NO"
"1076",1076,"3rd",NA,"male","NO"
"1077",1077,"3rd",NA,"male","NO"
"1078",1078,"3rd",NA,"female","YES"
"1079",1079,"3rd",NA,"male","NO"
"1080",1080,"3rd",NA,"male","NO"
"1081",1081,"3rd",NA,"male","NO"
"1082",1082,"3rd",NA,"male","YES"
"1083",1083,"3rd",NA,"female","NO"
"1084",1084,"3rd",NA,"female","NO"
"1085",1085,"3rd",NA,"male","NO"
"1086",1086,"3rd",NA,"female","NO"
"1087",1087,"3rd",NA,"male","NO"
"1088",1088,"3rd",NA,"male","NO"
"1089",1089,"3rd",NA,"male","NO"
"1090",1090,"3rd",NA,"male","NO"
"1091",1091,"3rd",NA,"female","NO"
"1092",1092,"3rd",NA,"male","NO"
"1093",1093,"3rd",NA,"male","YES"
"1094",1094,"3rd",NA,"female","NO"
"1095",1095,"3rd",NA,"male","NO"
"1096",1096,"3rd",NA,"male","NO"
"1097",1097,"3rd",NA,"male","NO"
"1098",1098,"3rd",NA,"male","NO"
"1099",1099,"3rd",NA,"female","YES"
"1100",1100,"3rd",NA,"female","NO"
"1101",1101,"3rd",NA,"male","NO"
"1102",1102,"3rd",NA,"male","NO"
"1103",1103,"3rd",NA,"male","NO"
"1104",1104,"3rd",NA,"female","NO"
"1105",1105,"3rd",NA,"male","NO"
"1106",1106,"3rd",NA,"male","NO"
"1107",1107,"3rd",NA,"male","NO"
"1108",1108,"3rd",NA,"male","NO"
"1109",1109,"3rd",NA,"male","NO"
"1110",1110,"3rd",NA,"female","NO"
"1111",1111,"3rd",NA,"male","NO"
"1112",1112,"3rd",NA,"female","NO"
"1113",1113,"3rd",NA,"female","NO"
"1114",1114,"3rd",NA,"male","NO"
"1115",1115,"3rd",NA,"male","NO"
"1116",1116,"3rd",NA,"female","NO"
"1117",1117,"3rd",NA,"female","NO"
"1118",1118,"3rd",NA,"male","NO"
"1119",1119,"3rd",NA,"male","NO"
"1120",1120,"3rd",NA,"male","NO"
"1121",1121,"3rd",NA,"male","NO"
"1122",1122,"3rd",NA,"male","NO"
"1123",1123,"3rd",NA,"male","YES"
"1124",1124,"3rd",NA,"male","NO"
"1125",1125,"3rd",NA,"male","NO"
"1126",1126,"3rd",NA,"male","YES"
"1127",1127,"3rd",NA,"female","NO"
"1128",1128,"3rd",NA,"female","NO"
"1129",1129,"3rd",NA,"male","NO"
"1130",1130,"3rd",NA,"female","NO"
"1131",1131,"3rd",NA,"male","NO"
"1132",1132,"3rd",NA,"female","NO"
"1133",1133,"3rd",NA,"male","NO"
"1134",1134,"3rd",NA,"male","NO"
"1135",1135,"3rd",NA,"female","NO"
"1136",1136,"3rd",NA,"male","NO"
"1137",1137,"3rd",NA,"male","YES"
"1138",1138,"3rd",NA,"male","NO"
"1139",1139,"3rd",NA,"male","NO"
"1140",1140,"3rd",NA,"male","NO"
"1141",1141,"3rd",NA,"male","NO"
"1142",1142,"3rd",NA,"male","NO"
"1143",1143,"3rd",NA,"male","NO"
"1144",1144,"3rd",NA,"male","NO"
"1145",1145,"3rd",NA,"male","NO"
"1146",1146,"3rd",NA,"male","NO"
"1147",1147,"3rd",NA,"male","NO"
"1148",1148,"3rd",NA,"male","NO"
"1149",1149,"3rd",NA,"female","NO"
"1150",1150,"3rd",NA,"female","NO"
"1151",1151,"3rd",NA,"male","NO"
"1152",1152,"3rd",NA,"female","YES"
"1153",1153,"3rd",NA,"male","NO"
"1154",1154,"3rd",NA,"female","NO"
"1155",1155,"3rd",NA,"male","NO"
"1156",1156,"3rd",NA,"female","NO"
"1157",1157,"3rd",NA,"male","NO"
"1158",1158,"3rd",NA,"male","NO"
"1159",1159,"3rd",NA,"female","NO"
"1160",1160,"3rd",NA,"female","NO"
"1161",1161,"3rd",NA,"male","NO"
"1162",1162,"3rd",NA,"female","YES"
"1163",1163,"3rd",NA,"male","NO"
"1164",1164,"3rd",NA,"male","NO"
"1165",1165,"3rd",NA,"male","YES"
"1166",1166,"3rd",NA,"male","NO"
"1167",1167,"3rd",NA,"male","NO"
"1168",1168,"3rd",NA,"male","YES"
"1169",1169,"3rd",NA,"male","NO"
"1170",1170,"3rd",NA,"male","NO"
"1171",1171,"3rd",NA,"female","NO"
"1172",1172,"3rd",NA,"female","NO"
"1173",1173,"3rd",NA,"female","NO"
"1174",1174,"3rd",NA,"male","NO"
"1175",1175,"3rd",NA,"male","NO"
"1176",1176,"3rd",NA,"male","NO"
"1177",1177,"3rd",NA,"male","NO"
"1178",1178,"3rd",NA,"female","NO"
"1179",1179,"3rd",NA,"female","NO"
"1180",1180,"3rd",NA,"male","NO"
"1181",1181,"3rd",NA,"male","NO"
"1182",1182,"3rd",21,"male","NO"
"1183",1183,"3rd",NA,"female","YES"
"1184",1184,"3rd",NA,"male","NO"
"1185",1185,"3rd",NA,"male","NO"
"1186",1186,"3rd",NA,"male","NO"
"1187",1187,"3rd",NA,"male","NO"
"1188",1188,"3rd",NA,"female","YES"
"1189",1189,"3rd",1.5,"female","NO"
"1190",1190,"3rd",NA,"female","NO"
"1191",1191,"3rd",NA,"male","NO"
"1192",1192,"3rd",NA,"male","NO"
"1193",1193,"3rd",NA,"male","NO"
"1194",1194,"3rd",NA,"male","NO"
"1195",1195,"3rd",NA,"male","NO"
"1196",1196,"3rd",NA,"male","NO"
"1197",1197,"3rd",NA,"male","NO"
"1198",1198,"3rd",NA,"male","NO"
"1199",1199,"3rd",NA,"male","NO"
"1200",1200,"3rd",NA,"male","YES"
"1201",1201,"3rd",NA,"male","NO"
"1202",1202,"3rd",NA,"female","YES"
"1203",1203,"3rd",NA,"male","NO"
"1204",1204,"3rd",NA,"male","NO"
"1205",1205,"3rd",NA,"male","NO"
"1206",1206,"3rd",NA,"male","NO"
"1207",1207,"3rd",NA,"male","NO"
"1208",1208,"3rd",NA,"female","YES"
"1209",1209,"3rd",NA,"male","NO"
"1210",1210,"3rd",NA,"male","NO"
"1211",1211,"3rd",NA,"male","NO"
"1212",1212,"3rd",NA,"male","NO"
"1213",1213,"3rd",NA,"female","NO"
"1214",1214,"3rd",NA,"female","NO"
"1215",1215,"3rd",NA,"male","NO"
"1216",1216,"3rd",NA,"female","NO"
"1217",1217,"3rd",NA,"male","NO"
"1218",1218,"3rd",NA,"male","NO"
"1219",1219,"3rd",NA,"male","NO"
"1220",1220,"3rd",NA,"female","YES"
"1221",1221,"3rd",NA,"female","NO"
"1222",1222,"3rd",NA,"male","NO"
"1223",1223,"3rd",NA,"male","YES"
"1224",1224,"3rd",NA,"male","NO"
"1225",1225,"3rd",NA,"male","NO"
"1226",1226,"3rd",NA,"male","NO"
"1227",1227,"3rd",NA,"female","YES"
"1228",1228,"3rd",NA,"male","NO"
"1229",1229,"3rd",NA,"male","NO"
"1230",1230,"3rd",NA,"male","NO"
"1231",1231,"3rd",NA,"female","NO"
"1232",1232,"3rd",NA,"male","YES"
"1233",1233,"3rd",NA,"male","NO"
"1234",1234,"3rd",NA,"female","NO"
"1235",1235,"3rd",NA,"female","NO"
"1236",1236,"3rd",NA,"male","YES"
"1237",1237,"3rd",NA,"male","NO"
"1238",1238,"3rd",NA,"male","NO"
"1239",1239,"3rd",NA,"male","NO"
"1240",1240,"3rd",NA,"male","YES"
"1241",1241,"3rd",NA,"male","NO"
"1242",1242,"3rd",NA,"male","NO"
"1243",1243,"3rd",NA,"male","YES"
"1244",1244,"3rd",NA,"male","NO"
"1245",1245,"3rd",NA,"female","YES"
"1246",1246,"3rd",NA,"male","NO"
"1247",1247,"3rd",NA,"male","NO"
"1248",1248,"3rd",NA,"male","NO"
"1249",1249,"3rd",NA,"male","NO"
"1250",1250,"3rd",NA,"male","NO"
"1251",1251,"3rd",NA,"male","NO"
"1252",1252,"3rd",NA,"female","YES"
"1253",1253,"3rd",NA,"male","NO"
"1254",1254,"3rd",NA,"male","NO"
"1255",1255,"3rd",NA,"male","NO"
"1256",1256,"3rd",NA,"male","NO"
"1257",1257,"3rd",NA,"male","NO"
"1258",1258,"3rd",NA,"male","NO"
"1259",1259,"3rd",25,"male","YES"
"1260",1260,"3rd",NA,"female","NO"
"1261",1261,"3rd",NA,"male","NO"
"1262",1262,"3rd",NA,"female","NO"
"1263",1263,"3rd",NA,"male","NO"
"1264",1264,"3rd",18,"female","YES"
"1265",1265,"3rd",63,"female","YES"
"1266",1266,"3rd",NA,"male","NO"
"1267",1267,"3rd",NA,"male","NO"
"1268",1268,"3rd",NA,"male","NO"
"1269",1269,"3rd",NA,"male","NO"
"1270",1270,"3rd",18,"female","NO"
"1271",1271,"3rd",31,"male","NO"
"1272",1272,"3rd",31,"female","NO"
"1273",1273,"3rd",15,"male","NO"
"1274",1274,"3rd",28,"male","NO"
"1275",1275,"3rd",36,"male","NO"
"1276",1276,"3rd",28,"male","NO"
"1277",1277,"3rd",10,"female","NO"
"1278",1278,"3rd",36,"male","NO"
"1279",1279,"3rd",30,"female","NO"
"1280",1280,"3rd",22,"male","YES"
"1281",1281,"3rd",NA,"male","NO"
"1282",1282,"3rd",29,"male","NO"
"1283",1283,"3rd",47,"male","NO"
"1284",1284,"3rd",14,"female","NO"
"1285",1285,"3rd",22,"male","NO"
"1286",1286,"3rd",NA,"male","NO"
"1287",1287,"3rd",NA,"male","NO"
"1288",1288,"3rd",NA,"male","NO"
"1289",1289,"3rd",NA,"male","NO"
"1290",1290,"3rd",NA,"male","YES"
"1291",1291,"3rd",NA,"male","NO"
"1292",1292,"3rd",51,"male","NO"
"1293",1293,"3rd",18,"male","NO"
"1294",1294,"3rd",45,"female","YES"
"1295",1295,"3rd",NA,"male","NO"
"1296",1296,"3rd",NA,"male","NO"
"1297",1297,"3rd",NA,"male","NO"
"1298",1298,"3rd",28,"male","NO"
"1299",1299,"3rd",21,"male","NO"
"1300",1300,"3rd",27,"male","NO"
"1301",1301,"3rd",NA,"male","NO"
"1302",1302,"3rd",36,"male","NO"
"1303",1303,"3rd",NA,"male","YES"
"1304",1304,"3rd",27,"male","NO"
"1305",1305,"3rd",15,"female","YES"
"1306",1306,"3rd",NA,"male","NO"
"1307",1307,"3rd",NA,"female","NO"
"1308",1308,"3rd",NA,"female","NO"
"1309",1309,"3rd",27,"male","NO"
"1310",1310,"3rd",26,"male","NO"
"1311",1311,"3rd",22,"male","NO"
"1312",1312,"3rd",24,"male","NO"
"1313",1313,"3rd",29,"male","NO"
